CustomerKey,CustomerName,Country,State,City,Gender,MaritalStatus,YearlyIncome,Occupation,DateFirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,SegmentOrder,Segment
13132,Casey Vazquez,Australia,New South Wales,Sydney,Male,Single,90000,Professional,2006-12-10,81,3,6880.6182,4,5,5,455,1,Champions
13133,Devon Kennedy,Australia,New South Wales,North Sydney,Male,Single,100000,Professional,2006-12-16,92,3,6813.1182,4,5,5,455,1,Champions
13134,Sara Morgan,Australia,Queensland,Townsville,Female,Single,50000,Management,2006-12-19,52,3,5648.918199999999,5,5,5,555,1,Champions
13135,Johnny Rai,Australia,New South Wales,Springwood,Male,Single,80000,Skilled Manual,2006-12-10,73,3,6773.138199999999,5,5,5,555,1,Champions
13136,Virginia Martinez,Australia,Queensland,Hawthorne,Female,Married,30000,Clerical,2007-12-24,113,2,62.269999999999996,4,4,2,442,3,Potential Loyalist
13137,Jacqueline Simmons,Australia,Victoria,Melton,Female,Married,70000,Skilled Manual,2007-09-27,224,3,177.94,2,5,3,253,10,At Risk
13138,Teresa Alonso,Australia,Victoria,South Melbourne,Female,Married,70000,Skilled Manual,2007-08-06,184,3,83.97,3,5,2,352,3,Potential Loyalist
13139,Carmen Perez,Australia,New South Wales,Lane Cove,Female,Single,70000,Skilled Manual,2006-12-11,69,3,6854.4496,5,5,5,555,1,Champions
13140,Jamie Zhu,Australia,South Australia,Findon,Female,Married,40000,Management,2008-01-24,9,3,325.21,5,5,3,553,3,Potential Loyalist
13141,Walter Hernandez,Australia,New South Wales,Silverwater,Male,Married,40000,Management,2008-04-17,65,3,240.23999999999998,5,5,3,553,3,Potential Loyalist
13142,Xavier Moore,United States,California,Novato,Male,Married,40000,Skilled Manual,2006-07-03,99,2,4798.34,4,4,5,445,1,Champions
13143,Hannah Jackson,Canada,British Columbia,Langford,Female,Married,40000,Skilled Manual,2008-02-03,180,1,2404.97,3,1,4,314,4,Promising
13144,Destiny Stewart,Canada,British Columbia,Royal Oak,Female,Single,40000,Skilled Manual,2007-09-07,145,4,281.47,3,5,3,353,3,Potential Loyalist
13145,Gilbert Xu,United States,New York,Cheektowaga,Male,Married,40000,Skilled Manual,2008-05-07,86,1,2337.27,4,1,4,414,4,Promising
13146,Gabriella Ramirez,United States,Oregon,Beaverton,Female,Single,40000,Skilled Manual,2007-11-19,256,1,30.97,2,1,1,211,8,Hibernating customers
13147,Cedric Lin,United States,California,Burbank,Male,Married,30000,Skilled Manual,2007-12-08,237,1,74.98,2,1,2,212,8,Hibernating customers
13148,Tyler Anderson,Canada,British Columbia,Westminster,Male,Married,30000,Skilled Manual,2007-09-19,317,1,1137.43,1,1,3,113,11,Cannot Lose Them
13149,Linda Ferrier,Australia,Queensland,Gold Coast,Female,Married,10000,Skilled Manual,2007-10-09,62,2,64.97,5,4,2,542,3,Potential Loyalist
13150,Lacey Yang,Australia,New South Wales,North Ryde,Female,Single,30000,Clerical,2008-01-03,177,2,89.24000000000001,3,4,2,342,3,Potential Loyalist
13151,Ethan Moore,United States,California,Long Beach,Male,Single,40000,Skilled Manual,2008-06-06,56,1,91.95,5,1,2,512,5,New Customers
13152,Gabrielle Butler,United States,California,Oakland,Female,Married,40000,Skilled Manual,2006-07-17,81,2,4582.5125,4,4,5,445,1,Champions
13153,Jack Hill,United States,Washington,Burien,Male,Single,40000,Skilled Manual,2007-08-16,351,1,106.96000000000001,1,1,3,113,11,Cannot Lose Them
13154,Aaron Lal,United States,Washington,Edmonds,Male,Married,40000,Skilled Manual,2008-05-08,85,1,2309.97,4,1,4,414,4,Promising
13155,Jay Gutierrez,Australia,Victoria,South Melbourne,Male,Married,60000,Management,2007-09-14,34,3,226.95,5,5,3,553,3,Potential Loyalist
13156,Bradley Lal,Australia,Queensland,Caloundra,Male,Married,30000,Clerical,2006-12-20,33,2,2663.6896,5,4,4,544,1,Champions
13157,Heidi Gonzalez,Australia,South Australia,Findon,Female,Married,30000,Clerical,2008-03-02,23,2,59.980000000000004,5,4,2,542,3,Potential Loyalist
13158,Casey Xu,Australia,New South Wales,Springwood,Female,Married,40000,Management,2007-08-09,100,3,221.91,4,5,3,453,3,Potential Loyalist
13159,Roberto Ramos,Australia,Victoria,Sunbury,Male,Married,40000,Management,2008-01-28,45,3,208.18,5,5,3,553,3,Potential Loyalist
13160,Willie Xu,Australia,Victoria,Warrnambool,Male,Married,70000,Management,2006-12-26,70,3,6839.4596,5,5,5,555,1,Champions
13161,Jose Moore,United States,Oregon,Corvallis,Male,Married,40000,Skilled Manual,2006-07-12,70,2,4523.532499999999,5,4,5,545,1,Champions
13162,Nina Nath,United States,California,Concord,Female,Single,40000,Skilled Manual,2008-01-17,197,1,85.48,3,1,2,312,6,About To Sleep
13163,Noah Lopez,United States,California,Daly City,Male,Married,40000,Skilled Manual,2007-12-01,244,1,30.97,2,1,1,211,8,Hibernating customers
13164,Olivia Ward,United States,California,Downey,Female,Single,40000,Skilled Manual,2008-01-01,213,1,100.46000000000001,2,1,3,213,6,About To Sleep
13165,Wyatt Walker,United States,California,Lakewood,Male,Single,40000,Skilled Manual,2006-07-17,80,2,4501.5525,4,4,5,445,1,Champions
13166,Kyle Chen,United States,California,National City,Male,Married,40000,Skilled Manual,2007-09-23,313,1,71.97,1,1,2,112,11,Lost customers
13167,Mario Tang,United States,California,Concord,Male,Single,30000,Skilled Manual,2008-05-09,84,1,42.28,4,1,2,412,5,New Customers
13168,Hannah Price,United States,California,Santa Monica,Female,Single,30000,Skilled Manual,2008-03-29,125,1,74.98,4,1,2,412,5,New Customers
13169,Caleb Griffin,United States,Oregon,Milwaukie,Male,Single,80000,Management,2007-12-07,106,2,191.97,4,4,3,443,9,Need Attention
13170,Sebastian Reed,United States,California,Beverly Hills,Male,Single,80000,Management,2007-09-29,280,2,230.96,2,4,3,243,10,At Risk
13171,Catherine Torres,United States,California,National City,Female,Single,80000,Management,2007-08-03,237,2,191.97,2,4,3,243,10,At Risk
13172,Isabella Cook,United States,Washington,Lynnwood,Female,Single,80000,Management,2008-04-08,21,2,144.27,5,4,3,543,2,Loyal
13173,Dalton Brooks,United States,Oregon,Corvallis,Male,Married,80000,Management,2006-07-12,285,2,4598.0125,2,4,5,245,10,At Risk
13174,Gabriella Morris,United States,Oregon,Lake Oswego,Female,Single,80000,Management,2006-07-20,295,2,4558.5225,1,4,5,145,10,At Risk
13175,Noah Smith,Canada,British Columbia,N. Vancouver,Male,Married,90000,Management,2007-12-27,2,4,286.88,5,5,3,553,3,Potential Loyalist
13176,Kurt Chander,United States,California,Berkeley,Male,Single,130000,Management,2006-07-31,283,2,4753.32,2,4,5,245,10,At Risk
13177,Taylor Rogers,United States,Oregon,Milwaukie,Female,Single,70000,Skilled Manual,2006-07-30,283,2,4498.532499999999,2,4,5,245,10,At Risk
13178,Megan Gray,United States,Oregon,Woodburn,Female,Single,80000,Management,2006-07-13,288,2,4498.532499999999,2,4,5,245,10,At Risk
13179,Adrian Sanchez,Canada,British Columbia,Sooke,Male,Married,80000,Management,2007-10-17,47,4,190.17000000000002,5,5,3,553,3,Potential Loyalist
13180,Leslie Sanz,United States,Washington,Burien,Female,Married,80000,Management,2007-11-15,156,2,201.46,3,4,3,343,9,Need Attention
13181,Brian Morgan,United States,California,Imperial Beach,Male,Married,90000,Management,2007-09-18,88,2,185.95999999999998,4,4,3,443,9,Need Attention
13182,Jeremy Bennett,United States,Washington,Olympia,Male,Married,90000,Management,2008-03-25,54,2,165.95,5,4,3,543,2,Loyal
13183,Christian Jenkins,United States,Washington,Spokane,Male,Married,90000,Management,2007-09-13,307,2,195.97,1,4,3,143,10,At Risk
13184,Miguel Perez,United States,Oregon,Lebanon,Male,Married,90000,Management,2008-04-19,57,2,220.46,5,4,3,543,2,Loyal
13185,William Lee,Canada,British Columbia,Langley,Male,Married,100000,Management,2007-09-18,192,4,149.84,3,5,3,353,3,Potential Loyalist
13186,Marcus Sanders,United States,California,Chula Vista,Male,Married,110000,Management,2007-11-10,265,1,21.98,2,1,1,211,8,Hibernating customers
13187,Evan Wright,United States,California,Fremont,Male,Married,110000,Management,2007-11-01,274,1,29.93,2,1,1,211,8,Hibernating customers
13188,Anthony Davis,United States,Washington,Puyallup,Male,Married,120000,Management,2008-04-14,109,1,56.97,4,1,2,412,5,New Customers
13189,Gloria Romero,United States,California,Concord,Female,Single,120000,Management,2006-07-23,290,2,4765.63,1,4,5,145,10,At Risk
13190,Jonathan Diaz,United States,California,Burbank,Male,Single,120000,Management,2006-07-13,275,2,4501.5525,2,4,5,245,10,At Risk
13191,Emma Rodriguez,United States,California,Redwood City,Female,Married,90000,Management,2008-03-02,152,1,46.47,3,1,2,312,6,About To Sleep
13192,Hunter Martinez,United States,California,San Carlos,Male,Married,110000,Management,2008-05-12,81,1,56.97,4,1,2,412,5,New Customers
13193,Kevin Evans,United States,California,Mill Valley,Male,Married,110000,Management,2008-01-07,207,1,71.97,2,1,2,212,8,Hibernating customers
13194,Kevin Carter,United States,California,Burlingame,Male,Married,110000,Management,2008-03-22,132,1,56.97,4,1,2,412,5,New Customers
13195,Aaron Perry,United States,California,San Francisco,Male,Married,110000,Management,2007-10-11,295,1,71.97,1,1,2,112,11,Lost customers
13196,Kimberly Sanders,United States,Washington,Issaquah,Female,Married,110000,Management,2008-04-10,113,1,56.97,4,1,2,412,5,New Customers
13197,Katherine Smith,Canada,British Columbia,N. Vancouver,Female,Married,120000,Management,2007-10-09,80,3,105.19000000000001,4,5,3,453,3,Potential Loyalist
13198,Cindy Gray,Canada,British Columbia,Metchosin,Female,Married,120000,Management,2007-08-27,123,3,114.95,4,5,3,453,3,Potential Loyalist
13199,Timothy Stewart,Canada,British Columbia,Vancouver,Male,Single,130000,Management,2007-08-01,114,3,105.19,4,5,3,453,3,Potential Loyalist
13200,Jessica Miller,United States,California,San Diego,Female,Married,130000,Management,2008-05-13,80,1,24.27,4,1,1,411,5,New Customers
13201,Nicholas Davis,Canada,British Columbia,Sooke,Male,Single,70000,Management,2008-01-17,54,3,73.16,5,5,2,552,3,Potential Loyalist
13202,Natasha Romero,United States,California,Colma,Female,Single,70000,Management,2006-07-11,299,2,4558.5225,1,4,5,145,10,At Risk
13203,Bailey Bell,United States,Washington,Olympia,Female,Single,70000,Management,2006-07-31,298,2,4491.532499999999,1,4,5,145,10,At Risk
13204,Savannah Parker,United States,California,Imperial Beach,Female,Single,70000,Management,2008-05-07,86,1,141.98,4,1,3,413,4,Promising
13205,Jerome Torres,United States,California,Canoga Park,Male,Married,70000,Management,2006-07-22,283,2,4803.32,2,4,5,245,10,At Risk
13206,Emily Flores,Canada,British Columbia,Vancouver,Female,Single,70000,Management,2007-08-21,149,3,163.19,3,5,3,353,3,Potential Loyalist
13207,Kenneth Rai,United States,California,Chula Vista,Male,Married,70000,Management,2008-04-08,115,1,85.48,4,1,2,412,5,New Customers
13208,Cassidy Bryant,United States,California,Concord,Female,Single,70000,Management,2006-07-03,293,2,4813.32,1,4,5,145,10,At Risk
13209,Alexandria Bailey,Canada,British Columbia,Langford,Female,Married,60000,Management,2008-03-03,151,1,2319.99,3,1,4,314,4,Promising
13210,Ethan Simmons,United States,California,Redwood City,Male,Married,60000,Management,2006-07-03,80,2,4501.5525,4,4,5,445,1,Champions
13211,James Jai,United States,Oregon,Beaverton,Male,Married,60000,Management,2008-07-22,10,1,30.97,5,1,1,511,5,New Customers
13212,Logan Phillips,United States,California,Long Beach,Male,Married,60000,Management,2006-07-30,82,2,4564.492499999999,4,4,5,445,1,Champions
13213,Courtney King,United States,Washington,Walla Walla,Female,Married,60000,Management,2007-09-09,327,1,21.98,1,1,1,111,11,Lost customers
13214,Elijah Adams,United States,Washington,Seattle,Male,Married,60000,Management,2006-07-14,82,2,4501.5525,4,4,5,445,1,Champions
13215,Colleen Sharma,United States,Texas,Carrollton,Female,Married,60000,Management,2008-02-13,170,1,71.95,3,1,2,312,6,About To Sleep
13216,Mary Mitchell,United States,California,Fremont,Female,Married,60000,Management,2007-11-09,266,1,96.46000000000001,2,1,3,213,6,About To Sleep
13217,Julian Alexander,Canada,British Columbia,Langford,Male,Single,60000,Management,2008-03-20,134,1,2351.9599999999996,3,1,4,314,4,Promising
13218,Melissa Bryant,United States,California,Chula Vista,Female,Married,60000,Management,2008-05-05,88,1,85.48,4,1,2,412,5,New Customers
13219,Rafael Shan,United States,California,Concord,Male,Married,60000,Management,2008-04-07,116,1,21.98,4,1,1,411,5,New Customers
13220,Isabella Hernandez,United States,California,Newport Beach,Female,Married,70000,Management,2006-07-03,303,2,4682.532499999999,1,4,5,145,10,At Risk
13221,Madeline Hall,United States,California,Lincoln Acres,Female,Married,70000,Management,2006-07-21,280,2,4795.3099999999995,2,4,5,245,10,At Risk
13222,Arturo Liu,Canada,British Columbia,Cliffside,Male,Married,70000,Management,2007-09-23,84,3,150.41,4,5,3,453,3,Potential Loyalist
13223,Noah Lee,United States,California,Imperial Beach,Male,Single,70000,Management,2008-04-27,96,1,56.97,4,1,2,412,5,New Customers
13224,Amanda Brooks,United States,Washington,Kirkland,Female,Married,70000,Management,2006-07-25,251,2,4536.032499999999,2,4,5,245,10,At Risk
13225,Jésus Suarez,United States,California,Berkeley,Male,Married,60000,Management,2006-07-12,62,2,4503.8425,5,4,5,545,1,Champions
13226,Jenna Mitchell,United States,Washington,Walla Walla,Female,Married,60000,Management,2006-07-07,65,2,4564.492499999999,5,4,5,545,1,Champions
13227,Alexander Wilson,United States,California,Chula Vista,Male,Married,60000,Management,2007-10-16,290,1,71.97,1,1,2,112,11,Lost customers
13228,Thomas Sanchez,United States,California,Colma,Male,Married,60000,Management,2008-01-27,187,1,56.97,3,1,2,312,6,About To Sleep
13229,Dylan Wang,United States,Oregon,Woodburn,Male,Married,70000,Management,2008-01-04,210,1,21.98,2,1,1,211,8,Hibernating customers
13230,Chloe Bryant,United States,Washington,Olympia,Female,Married,70000,Management,2006-07-17,265,2,4905.32,2,4,5,245,10,At Risk
13231,Alexia Ross,Canada,British Columbia,Langley,Female,Married,40000,Professional,2007-10-26,134,4,247.9,3,5,3,353,3,Potential Loyalist
13232,Kaitlyn Baker,United States,Oregon,Lebanon,Female,Single,60000,Professional,2008-03-10,144,1,21.98,3,1,1,311,5,New Customers
13233,Richard Coleman,United States,Washington,Marysville,Male,Married,60000,Professional,2006-08-22,87,2,4587.5125,4,4,5,445,1,Champions
13234,Robert Lewis,United States,Washington,Puyallup,Male,Single,60000,Professional,2007-08-04,363,1,36.96,1,1,1,111,11,Lost customers
13235,Jonathan Robinson,United States,Oregon,Woodburn,Male,Married,60000,Professional,2007-08-22,345,1,56.97,1,1,2,112,11,Lost customers
13236,Robert Wang,United States,California,Beverly Hills,Male,Married,60000,Professional,2008-04-22,101,1,21.98,4,1,1,411,5,New Customers
13237,Devin Stewart,United States,California,Torrance,Male,Married,70000,Management,2006-08-19,273,2,4516.532499999999,2,4,5,245,10,At Risk
13238,John Williams,United States,California,Torrance,Male,Married,70000,Management,2006-08-09,246,2,4511.5425,2,4,5,245,10,At Risk
13239,Matthew Thomas,Canada,British Columbia,N. Vancouver,Male,Married,40000,Skilled Manual,2007-11-25,39,4,185.7,5,5,3,553,3,Potential Loyalist
13240,Blake Foster,United States,California,Chula Vista,Male,Married,60000,Management,2008-03-03,151,1,21.98,3,1,1,311,5,New Customers
13241,Natalie Ward,Canada,British Columbia,Victoria,Female,Married,40000,Skilled Manual,2008-03-07,147,1,2325.9599999999996,3,1,4,314,4,Promising
13242,Kyle Yang,United States,California,Los Angeles,Male,Single,70000,Professional,2008-04-11,112,1,56.97,4,1,2,412,5,New Customers
13243,Alyssa Davis,United States,Oregon,Lake Oswego,Female,Single,70000,Professional,2006-08-08,247,2,4511.5425,2,4,5,245,10,At Risk
13244,Jose Sharma,United States,Washington,Puyallup,Male,Married,70000,Professional,2008-04-12,111,1,81.46000000000001,4,1,2,412,5,New Customers
13245,Angel Scott,United States,Oregon,Salem,Male,Married,60000,Professional,2008-01-08,206,1,46.47,3,1,2,312,6,About To Sleep
13246,Hailey Perez,United States,California,Long Beach,Female,Married,60000,Professional,2006-08-01,68,2,4813.3099999999995,5,4,5,545,1,Champions
13247,Zachary Chen,United States,California,Burbank,Male,Married,60000,Professional,2006-08-16,73,2,4548.5225,5,4,5,545,1,Champions
13248,Isabella Martinez,United States,Washington,Edmonds,Female,Married,60000,Professional,2006-08-02,84,2,4491.532499999999,4,4,5,445,1,Champions
13249,Ryan Perry,Canada,British Columbia,Shawnee,Male,Married,70000,Professional,2007-10-12,192,2,4795.34,3,4,5,345,2,Loyal
13250,Jordan King,United States,California,Santa Cruz,Female,Married,70000,Professional,2006-08-23,268,2,4501.5525,2,4,5,245,10,At Risk
13251,Raymond Malhotra,United Kingdom,England,Esher-Molesey,Male,Married,130000,Professional,2007-05-05,267,3,6844.4182,2,5,5,255,10,At Risk
13252,Bianca Lu,United Kingdom,England,London,Female,Married,130000,Professional,2007-05-14,256,3,6820.4596,2,5,5,255,10,At Risk
13253,Carly Xie,United Kingdom,England,London,Female,Married,130000,Professional,2007-05-06,247,3,6774.4496,2,5,5,255,10,At Risk
13254,Beth Gomez,United Kingdom,England,Milton Keynes,Female,Married,150000,Professional,2007-06-14,258,3,6801.128199999999,2,5,5,255,10,At Risk
13255,Lance Blanco,Germany,Saarland,Saarbrücken,Male,Married,130000,Professional,2007-06-05,58,4,7393.0581999999995,5,5,5,555,1,Champions
13256,Abby Subram,Germany,Hamburg,Essen,Female,Single,130000,Professional,2007-06-16,35,4,7494.8796,5,5,5,555,1,Champions
13257,Jon Chander,Germany,Bayern,Hof,Male,Married,130000,Professional,2005-07-16,54,4,8941.28,5,5,5,555,1,Champions
13258,Anne Dominguez,Germany,Hessen,Kassel,Female,Married,130000,Professional,2005-07-08,46,4,8886.53,5,5,5,555,1,Champions
13259,Allen Garcia,Germany,Saarland,Münster,Male,Married,130000,Professional,2005-07-26,72,4,7853.49,5,5,5,555,1,Champions
13260,James Flores,Germany,Saarland,Neunkirchen,Male,Married,130000,Professional,2005-07-20,169,4,7239.5599999999995,3,5,5,355,2,Loyal
13261,Lindsey Andersen,Germany,Nordrhein-Westfalen,Paderborn,Female,Married,130000,Professional,2005-07-11,121,4,7200.58,4,5,5,455,1,Champions
13262,Jaime Nara,United Kingdom,England,High Wycombe,Male,Married,150000,Professional,2007-09-23,126,2,86.95,4,4,2,442,3,Potential Loyalist
13263,Kate Anand,France,Nord,Roncq,Female,Single,110000,Professional,2006-05-16,207,4,10872.06,2,5,5,255,10,At Risk
13264,Melanie Sanchez,Germany,Bayern,Ingolstadt,Female,Married,120000,Professional,2005-07-06,114,4,7265.5599999999995,4,5,5,455,1,Champions
13265,Luke Adams,Germany,Nordrhein-Westfalen,Paderborn,Male,Single,120000,Professional,2005-07-14,85,4,7259.5599999999995,4,5,5,455,1,Champions
13266,Samuel Wang,United States,California,Long Beach,Male,Married,70000,Professional,2007-09-21,315,1,29.93,1,1,1,111,11,Lost customers
13267,Matthew Moore,Canada,British Columbia,Haney,Male,Married,30000,Professional,2007-10-13,23,4,124.93,5,5,3,553,3,Potential Loyalist
13268,Katherine Parker,Canada,British Columbia,Victoria,Female,Married,40000,Professional,2007-08-17,148,4,289.7,3,5,3,353,3,Potential Loyalist
13269,Rachel Martin,United States,Washington,Lynnwood,Female,Single,50000,Management,2006-08-15,65,2,4507.5225,5,4,5,545,1,Champions
13270,Mason Baker,Canada,British Columbia,Cliffside,Male,Single,50000,Management,2008-03-30,124,1,2394.95,4,1,4,414,4,Promising
13271,Ryan Anderson,Canada,British Columbia,Port Hammond,Male,Married,50000,Management,2008-03-18,136,1,2319.99,3,1,4,314,4,Promising
13272,Jordan Gonzalez,United States,Oregon,Oregon City,Female,Single,90000,Management,2008-05-01,92,1,81.46000000000001,4,1,2,412,5,New Customers
13273,Elizabeth Lee,United States,California,Coronado,Female,Single,110000,Management,2006-08-28,260,2,4657.532499999999,2,4,5,245,10,At Risk
13274,Joshua Lee,United States,Washington,Ballard,Male,Single,90000,Professional,2006-08-03,265,2,4837.8099999999995,2,4,5,245,10,At Risk
13275,Carlos Murphy,United States,Washington,Everett,Male,Married,100000,Management,2007-08-14,353,1,21.98,1,1,1,111,11,Lost customers
13276,Sarah Johnson,United States,Washington,Everett,Female,Married,100000,Management,2008-06-06,56,1,21.98,5,1,1,511,5,New Customers
13277,Nathan Brown,United States,Oregon,Salem,Male,Single,100000,Professional,2006-08-19,273,2,4498.532499999999,2,4,5,245,10,At Risk
13278,Jorge Hu,United States,California,Chula Vista,Male,Single,110000,Management,2006-08-29,269,2,4578.5225,2,4,5,245,10,At Risk
13279,Rachel Howard,United States,California,Palo Alto,Female,Married,130000,Management,2006-08-05,251,2,4533.5225,2,4,5,245,10,At Risk
13280,Bailey Adams,United States,Washington,Kirkland,Female,Married,90000,Professional,2006-08-25,271,2,4558.5225,2,4,5,245,10,At Risk
13281,Brent Li,United States,California,Burbank,Male,Married,110000,Management,2008-07-13,19,1,21.98,5,1,1,511,5,New Customers
13282,Madison Price,United States,California,Burlingame,Female,Married,120000,Professional,2008-05-30,63,1,56.97,5,1,2,512,5,New Customers
13283,Dakota Griffin,United States,Oregon,Lebanon,Male,Married,80000,Professional,2006-08-08,258,2,4498.532499999999,2,4,5,245,10,At Risk
13284,Victoria Butler,Canada,British Columbia,Langford,Female,Married,80000,Professional,2007-10-05,211,2,4767.53,2,4,5,245,10,At Risk
13285,Kara Chavez,Canada,British Columbia,Cliffside,Female,Married,80000,Professional,2007-08-10,95,3,214.35,4,5,3,453,3,Potential Loyalist
13286,Hannah Rodriguez,United States,Oregon,Milwaukie,Female,Single,90000,Professional,2006-08-13,248,2,4516.532499999999,2,4,5,245,10,At Risk
13287,Brandon Rodriguez,United States,California,Burbank,Male,Single,110000,Management,2006-08-14,257,2,4763.34,2,4,5,245,10,At Risk
13288,Jackson Lopez,United States,California,Grossmont,Male,Married,120000,Professional,2006-08-29,253,2,4573.5025,2,4,5,245,10,At Risk
13289,Alexandria Coleman,Canada,British Columbia,Cliffside,Female,Married,70000,Professional,2008-01-10,14,3,66.25,5,5,2,552,3,Potential Loyalist
13290,Jordan Campbell,Canada,British Columbia,Sooke,Male,Married,80000,Professional,2007-10-23,74,3,111.89,4,5,3,453,3,Potential Loyalist
13291,Nina Xu,United States,Missouri,Branson,Female,Married,80000,Professional,2007-11-26,249,1,81.46000000000001,2,1,2,212,8,Hibernating customers
13292,Paula Carlson,United States,Washington,Burien,Female,Single,90000,Professional,2006-08-21,248,2,4478.8425,2,4,5,245,10,At Risk
13293,Barbara Lu,United States,California,Chula Vista,Female,Married,110000,Management,2008-01-21,193,1,21.98,3,1,1,311,5,New Customers
13294,Cassidy Hughes,United States,Washington,Edmonds,Female,Married,80000,Professional,2008-04-08,115,1,86.95,4,1,2,412,5,New Customers
13295,Jasmine Jackson,United States,Oregon,Portland,Female,Married,90000,Professional,2008-07-26,6,1,71.97,5,1,2,512,5,New Customers
13296,Seth Anderson,United States,California,Beverly Hills,Male,Married,110000,Management,2007-09-28,308,1,21.98,1,1,1,111,11,Lost customers
13297,Arthur Rubio,United States,California,Chula Vista,Male,Married,110000,Professional,2008-01-27,187,1,21.98,3,1,1,311,5,New Customers
13298,Anna Harris,United States,California,Lincoln Acres,Female,Married,130000,Management,2006-08-22,256,2,4511.5425,2,4,5,245,10,At Risk
13299,Vanessa Ross,United States,California,Palo Alto,Female,Married,130000,Management,2006-08-28,272,2,4835.299999999999,2,4,5,245,10,At Risk
13300,Timothy Hernandez,United States,Washington,Redmond,Male,Married,60000,Professional,2008-03-02,152,1,45.95,3,1,2,312,6,About To Sleep
13301,Angela Stewart,United States,Washington,Sedro Woolley,Female,Single,60000,Professional,2008-03-18,136,1,66.96000000000001,3,1,2,312,6,About To Sleep
13302,Cole Torres,United States,California,Oakland,Male,Single,60000,Professional,2007-09-02,334,1,56.97,1,1,2,112,11,Lost customers
13303,Jonathan Martinez,Canada,British Columbia,Oak Bay,Male,Married,70000,Professional,2007-11-04,145,3,66.25,3,5,2,352,3,Potential Loyalist
13304,Sara Peterson,United States,Washington,Tacoma,Female,Single,70000,Professional,2006-08-29,251,2,4612.5125,2,4,5,245,10,At Risk
13305,Oscar Alexander,United States,Washington,Puyallup,Male,Married,70000,Professional,2007-11-05,270,1,71.97,2,1,2,212,8,Hibernating customers
13306,Kaitlyn Cox,United States,California,Santa Monica,Female,Married,70000,Professional,2008-06-18,44,1,71.97,5,1,2,512,5,New Customers
13307,Michelle Stone,United States,California,Downey,Female,Married,100000,Management,2007-12-06,239,1,81.46000000000001,2,1,2,212,8,Hibernating customers
13308,Kaitlyn King,United States,Washington,Walla Walla,Female,Married,60000,Management,2007-10-29,277,1,29.93,2,1,1,211,8,Hibernating customers
13309,Angela Sanders,United States,California,El Cajon,Female,Married,90000,Management,2007-10-21,285,1,21.98,2,1,1,211,8,Hibernating customers
13310,Miguel Barnes,United States,Washington,Puyallup,Male,Married,100000,Professional,2007-09-14,322,1,29.93,1,1,1,111,11,Lost customers
13311,Isabella Reed,United States,Washington,Renton,Female,Married,100000,Professional,2008-06-27,35,1,29.93,5,1,1,511,5,New Customers
13312,Natalie Jenkins,United States,California,Chula Vista,Female,Married,110000,Professional,2008-01-23,191,1,80.96000000000001,3,1,2,312,6,About To Sleep
13313,Megan Stone,United States,California,Glendale,Female,Married,120000,Professional,2007-09-14,322,1,76.97,1,1,2,112,11,Lost customers
13314,Jordan Hernandez,United States,California,Grossmont,Male,Married,120000,Professional,2006-08-19,257,2,4854.29,2,4,5,245,10,At Risk
13315,Lucas Thomas,United States,California,Imperial Beach,Male,Married,80000,Skilled Manual,2006-08-28,270,2,4541.532499999999,2,4,5,245,10,At Risk
13316,Angel Rivera,United States,California,Bellflower,Male,Married,80000,Skilled Manual,2006-08-27,263,2,4576.532499999999,2,4,5,245,10,At Risk
13317,Jeremiah Long,United States,California,Los Angeles,Male,Single,60000,Professional,2008-05-26,67,1,56.97,5,1,2,512,5,New Customers
13318,Amber Perez,Canada,British Columbia,Sooke,Female,Married,60000,Skilled Manual,2007-08-16,118,4,214.26,4,5,3,453,3,Potential Loyalist
13319,Charles Howard,United States,Washington,Marysville,Male,Single,70000,Professional,2006-08-05,253,2,4647.5125,2,4,5,245,10,At Risk
13320,Jasmine Jones,United States,California,Grossmont,Female,Single,70000,Management,2007-08-30,337,1,21.98,1,1,1,111,11,Lost customers
13321,Arianna Barnes,United States,Oregon,Portland,Female,Single,70000,Management,2008-07-02,30,1,71.95,5,1,2,512,5,New Customers
13322,Elizabeth Patterson,United States,Washington,Olympia,Female,Single,70000,Management,2007-11-10,265,1,85.48,2,1,2,212,8,Hibernating customers
13323,Adam Adams,United States,California,Newport Beach,Male,Married,70000,Management,2008-06-15,47,1,141.98,5,1,3,513,4,Promising
13324,Florian Stiller,United States,California,Santa Monica,Female,Married,130000,Management,2006-08-10,265,2,4526.782499999999,2,4,5,245,10,At Risk
13325,Marcus Wright,United States,California,Burbank,Male,Married,90000,Management,2006-08-07,247,2,4558.5225,2,4,5,245,10,At Risk
13326,Bob Fernandez,United States,California,Beverly Hills,Male,Married,130000,Management,2006-08-07,254,2,4511.5525,2,4,5,245,10,At Risk
13327,Isabelle Russell,United States,Washington,Bellingham,Female,Married,170000,Management,2008-01-21,193,1,30.97,3,1,1,311,5,New Customers
13328,Albert Serrano,Canada,British Columbia,Cliffside,Male,Single,80000,Management,2007-10-15,206,2,4708.0199999999995,3,4,5,345,2,Loyal
13329,Jake Wang,United States,California,Chula Vista,Male,Married,90000,Management,2006-08-14,251,2,4807.3099999999995,2,4,5,245,10,At Risk
